Column1,name,artists,popularity,release_date,id,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mood
26,Mercy,Shawn Mendes,83,20-04-2017,0AS63m1wHv9n4VVRizK6Hc,208733,FALSE,0.555,0.662,11,-4.952,0,0.0827,0.125,0,0.111,0.356,148.128,Happy
27,In My Blood,Shawn Mendes,76,25-05-2018,2QZ7WLBE8h2y1Y5Fb8RYbH,211360,FALSE,0.622,0.712,5,-7.321,1,0.066,0.0573,0,0.13,0.487,140.025,Happy
28,Treat You Better,Shawn Mendes,88,20-04-2017,3QGsuHI8jO1Rx4JWLUh9jd,187973,FALSE,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,Happy
29,There's Nothing Holdin' Me Back,Shawn Mendes,88,20-04-2017,7JJmb5XwzOO8jgpou264Ml,199440,FALSE,0.866,0.813,11,-4.063,0,0.0554,0.38,0,0.0779,0.969,121.998,Happy
30,Stitches,Shawn Mendes,83,14-04-2015,3zkWCteF82vJwv0hRLba76,206880,FALSE,0.746,0.754,1,-6.684,1,0.0676,0.0152,0,0.0486,0.746,149.882,Happy
33,Hall of Fame (feat. will.i.am),"The Script, will.i.am",84,10-09-2012,7wMq5n8mYSKlQIGECKUgTX,202533,FALSE,0.421,0.873,10,-4.343,1,0.0564,0.0654,0,0.123,0.629,84.786,Happy
35,Cherry Bomb,The Runaways,70,1976,7cdnq45E9aP2XDStHg5vd7,138707,FALSE,0.501,0.813,11,-8.192,1,0.0639,0.0455,4.75E-05,0.131,0.495,136.59,Happy
36,You're Only Human (Second Wind),Billy Joel,50,29-06-1985,4aaOblwrIiVnScKL51pGdo,288440,FALSE,0.759,0.795,3,-8.713,1,0.062,0.0356,1.12E-05,0.0678,0.877,130.803,Happy
38,Pressure,Billy Joel,58,23-06-1982,3LqvmDtXWXjF7fg8mh8iZh,280333,FALSE,0.548,0.68,9,-8.675,0,0.0474,0.0148,0.000949,0.0877,0.851,148.494,Happy
39,Havana (feat. Young Thug),"Camila Cabello, Young Thug",81,12-01-2018,1rfofaqEpACxVEHIZBJe6W,217307,FALSE,0.765,0.523,2,-4.333,1,0.03,0.184,3.56E-05,0.132,0.394,104.988,Happy
40,We Didn't Start the Fire,Billy Joel,77,17-10-1989,3Cx4yrFaX8CeHwBMReOWXI,287733,FALSE,0.712,0.967,7,-5.206,1,0.047,0.0771,0,0.356,0.895,145.024,Happy
44,You Only Want Me When You're Lonely,Jim Boyd,34,19-11-2013,2rPV7Qofx9EVqW1EKfIHWB,132653,FALSE,0.734,0.544,1,-7.133,0,0.0332,0.677,5.76E-05,0.264,0.967,133.713,Happy
45,Jingle Bell Rock,Bobby Helms,84,02-12-1957,7vQbuQcyTflfCIOu3Uzzya,130973,FALSE,0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,Happy
46,You've Got a License to Drive (Me Crazy) [From the Amazon Original Series The Boys Season 3],Miles Gaston Villanueva,41,03-06-2022,5vJbT05R3oK7wjeBmwcYwf,149152,FALSE,0.659,0.882,1,-5.206,1,0.0417,0.118,0,0.283,0.762,127.018,Happy
47,Watermelon Sugar,Harry Styles,88,13-12-2019,6UelLqGlWMcVH1E5c4H7lY,174000,FALSE,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,Happy
48,Summer of Love (Shawn Mendes & Tainy),"Shawn Mendes, Tainy",76,20-08-2021,0z8hI3OPS8ADPWtoCjjLl6,184104,FALSE,0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,Happy
49,Señorita,"Shawn Mendes, Camila Cabello",80,21-06-2019,0TK2YIli7K1leLovkQiNik,190960,FALSE,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,Happy
50,Imagination,Shawn Mendes,75,14-04-2015,21TcDbGosp7w9YhTjOszgA,217773,FALSE,0.64,0.455,0,-5.942,1,0.0247,0.0743,0,0.0694,0.333,89.948,Happy
53,Drag Me Down,One Direction,81,13-11-2015,2K87XMYnUMqLcX3zvtAF4G,192120,FALSE,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,Happy
56,Let It Roll,Lewis Capaldi,59,22-11-2019,4lRSeOZ97LHOFDk5A0opcq,219693,FALSE,0.616,0.715,6,-4.174,1,0.0345,0.523,0,0.0947,0.634,100.098,Happy
59,Lost In Japan,Shawn Mendes,73,25-05-2018,79esEXlqqmq0GPz0xQSZTV,201200,FALSE,0.713,0.738,10,-6.784,1,0.374,0.255,0,0.106,0.425,105.027,Happy
62,Queen,Shawn Mendes,49,25-05-2018,6D8FZWtCQRtQUVT3mpjrZs,204693,FALSE,0.878,0.688,1,-7.254,1,0.11,0.197,0,0.0872,0.917,131.02,Happy
63,Air,"Shawn Mendes, Astrid S",40,14-04-2015,2hI96mj9iIHNfqCCozP2q3,194147,FALSE,0.758,0.501,0,-7.051,1,0.0589,0.252,0,0.191,0.397,78.048,Happy
66,Break My Baby,KALEO,54,15-01-2020,5NnFkbEjahUGx5T3qxbNCW,265558,FALSE,0.529,0.755,10,-3.917,0,0.0383,0.106,0.000607,0.157,0.383,73.998,Happy
67,Grace,Lewis Capaldi,74,17-05-2019,0pEkK8MqbmGSX7fT8WLMbR,185658,FALSE,0.722,0.565,4,-5.848,1,0.0335,0.435,0,0.165,0.488,104.483,Happy
68,Hold Me While You Wait,Lewis Capaldi,80,17-05-2019,60iSKGrGazRzICtMjADNSM,205687,FALSE,0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958,Happy
74,Hollywood,Lewis Capaldi,59,17-05-2019,5uGjeXi3epIE8N2ITkxIQ5,191844,FALSE,0.723,0.669,10,-4.897,1,0.0527,0.553,0,0.0959,0.732,125.038,Happy
79,Look What You Made Me Do,Taylor Swift,87,10-11-2017,1P17dC1amhFzptugyAO7Il,211853,FALSE,0.766,0.709,9,-6.471,0,0.123,0.204,1.41E-05,0.126,0.506,128.07,Happy
80,Shake It Off,Taylor Swift,85,01-01-2014,0cqRj7pUJDkTCEsJkx8snD,219200,FALSE,0.647,0.8,7,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,Happy
81,Blank Space,Taylor Swift,90,01-01-2014,1u8c2t2Cy7UBoG4ArRcF5g,231827,FALSE,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,Happy
82,Shape of You,Ed Sheeran,88,03-03-2017,7qiZfU4dY1lWllzX7mPBI3,233713,FALSE,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,Happy
83,What Do I Know?,Ed Sheeran,69,03-03-2017,2pJZ1v8HezrAoZ0Fhzby92,237333,FALSE,0.838,0.492,1,-5.69,0,0.038,0.251,0,0.262,0.895,115.092,Happy
84,Barcelona,Ed Sheeran,65,03-03-2017,3Lfiu5sZ4M4B6JaKMBc0FU,191147,FALSE,0.747,0.76,1,-4.294,1,0.187,0.448,0,0.153,0.682,99.975,Happy
85,Bibia Be Ye Ye,Ed Sheeran,63,03-03-2017,6SznMYPQJHzr3IwsAHLId2,176747,FALSE,0.738,0.677,7,-5.121,1,0.0824,0.52,0,0.133,0.882,127.067,Happy
88,Lost,Maroon 5,55,11-06-2021,6tHQAadcluhVV4oD2IvHSk,172598,FALSE,0.766,0.706,7,-6.553,0,0.16,0.223,0.00028,0.064,0.766,142.989,Happy
89,Button (feat. Anuel AA & Tainy),"Maroon 5, Anuel AA, Tainy",50,11-06-2021,6FDKYM0lBf6zqrg8cFokPd,164224,FALSE,0.717,0.657,10,-6.355,1,0.0714,0.129,0,0.397,0.589,100.924,Happy
90,Thunder,Imagine Dragons,87,23-06-2017,1zB4vmk8tFRmM9UULNzbLB,187147,FALSE,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,Happy
91,Demons,Imagine Dragons,87,04-09-2012,5qaEfEh1AtSdrdrByCP7qR,177507,FALSE,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,Happy
93,The Spectre,Alan Walker,79,15-09-2017,2DGa7iaidT5s0qnINlwMjJ,193788,FALSE,0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,Happy
95,"Alone, Pt. II","Alan Walker, Ava Max",75,26-11-2021,28VbwtsYnj85UEODGpQRem,179053,FALSE,0.673,0.659,3,-4.493,0,0.0439,0.539,0,0.129,0.628,88.011,Happy
96,Lily,"Alan Walker, K-391, Emelie Hollow",75,14-12-2018,0lks2Kt9veMOFEAPN0fsqN,195840,FALSE,0.423,0.634,6,-5.877,0,0.0578,0.196,0,0.189,0.467,150.978,Happy
97,Alone,Alan Walker,77,14-12-2018,3LlmKSHR3Rs0Y3KHQLAYDk,160427,FALSE,0.673,0.914,10,-3.962,1,0.0496,0.229,0.000478,0.186,0.183,97.021,Happy
99,"Galliyan (From ""Ek Villain"")",Ankit Tiwari,66,03-03-2017,517bz7zkWELmyL4eZzJ5R9,340400,FALSE,0.552,0.75,10,-5.215,0,0.039,0.445,7.37E-05,0.291,0.4,89.999,Happy
101,Dheere Dheere,Yo Yo Honey Singh,74,31-08-2015,4fyR24BKznXBLNkK8LwWla,212413,FALSE,0.73,0.58,0,-7.976,1,0.124,0.0399,2.48E-05,0.0703,0.55,167.915,Happy
103,Samjhawan,"Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal",71,19-06-2014,0rk2X5TAhraBC5aCIXK2Rq,269185,FALSE,0.651,0.482,4,-8.666,1,0.0281,0.293,0,0.0811,0.517,106.993,Happy
104,Tu Hai Ki Nahi,Ankit Tiwari,70,09-01-2015,4brSaQIT3bnnE41D042fgL,333922,FALSE,0.535,0.754,10,-4.77,0,0.0562,0.458,1.60E-06,0.302,0.435,143.862,Happy
106,"Gerua (From ""Dilwale"")","Pritam, Arijit Singh, Antara Mitra",66,17-11-2015,7iLA6PQeQWRjLDHOJgGpj5,345559,FALSE,0.371,0.668,11,-7.269,0,0.0497,0.636,2.00E-06,0.294,0.403,87.458,Happy
114,cardigan,Taylor Swift,90,24-07-2020,4R2kfaDFhslZEMJqAFNpdd,239560,FALSE,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,Happy
115,the last great american dynasty,Taylor Swift,73,18-08-2020,2olxzvoFI9IpxqFeUv7WOX,231000,TRUE,0.688,0.653,7,-8.558,1,0.0403,0.481,0.00414,0.106,0.701,147.991,Happy
121,mad woman,Taylor Swift,70,18-08-2020,0RP1kqoSPkVXsKiQNhMKzV,237267,TRUE,0.593,0.7,3,-9.016,1,0.0492,0.67,6.77E-06,0.116,0.451,141.898,Happy
131,Speak Now,Taylor Swift,60,25-10-2010,7dXKdjpOaH2iwfFKmUj7aq,240773,FALSE,0.708,0.601,7,-3.75,1,0.0306,0.101,0,0.0979,0.742,118.962,Happy
133,Mean,Taylor Swift,56,25-10-2010,0KztjtD3ytzgYjUKIVfBnW,237747,FALSE,0.57,0.747,4,-3.978,1,0.0426,0.445,0,0.219,0.808,164.004,Happy
135,Heat Waves,Glass Animals,90,07-08-2020,3USxtqRwSYz57Ewm6wWRMp,238805,FALSE,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,Happy
136,Happier,"Marshmello, Bastille",60,17-08-2018,2dpaYNEQHiRxtZbfNsse99,214290,FALSE,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,Happy
137,Rewrite The Stars,"Zac Efron, Zendaya",77,17-11-2017,630sXRhIcfwr2e4RdNtjKN,217440,FALSE,0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,Happy
138,Kamariya,"Aastha Gill, Sachin Sanghvi, Jigar Saraiya, Divya Kumar",70,22-08-2018,5cjVsWqIkBQC7acTRhL0RO,187983,FALSE,0.825,0.666,4,-4.847,0,0.0554,0.143,2.81E-06,0.237,0.763,96.987,Happy
140,As It Was,Harry Styles,94,20-05-2022,4Dvkj6JhhA12EX05fT7y2e,167303,FALSE,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,Happy
144,Subha Hone Na De,"Pritam, Mika Singh, Shefali Alvares",69,21-10-2011,6WediUhXDfm8FR3wlM0r3G,288696,FALSE,0.727,0.9,8,-4.529,1,0.0452,0.0805,0.0464,0.154,0.505,131.97,Happy
145,Sooraj Dooba Hain,"Arijit Singh, Aditi Singh Sharma",71,09-01-2015,48pyUxg9RYuwie5M9R7qRn,264854,FALSE,0.616,0.75,2,-4.629,1,0.0594,0.172,0,0.137,0.434,128.051,Happy
146,Masti Ki Paathshala,"A.R. Rahman, Naresh Iyer, Mohammed Aslam",49,04-12-2005,2cZ2Q33G9mkS8fIVKM591T,219853,FALSE,0.845,0.686,7,-6.728,1,0.0781,0.00131,5.35E-05,0.129,0.874,146.954,Happy
147,Chammak Challo,"Akon, Hamsika Iyer",75,16-09-2011,0EH7sgeiFqDa3eS7ieW2zs,227091,FALSE,0.742,0.879,0,-4.274,0,0.0328,0.0696,7.17E-06,0.0981,0.936,133.946,Happy
148,Dildaara (Stand By Me),Shafqat Amanat Ali,71,16-09-2011,6ZoCBDOB308GqUdt2AJrV2,249661,FALSE,0.622,0.779,9,-5.799,1,0.037,0.102,0.000934,0.145,0.761,100.013,Happy
150,Balam Pichkari,"Pritam, Vishal Dadlani, Shalmali Kholgade",67,30-03-2013,18e3XXYCv4Tx8uUl1mP3CN,288903,FALSE,0.732,0.944,0,-4.115,1,0.09,0.209,0,0.401,0.957,120.02,Happy
151,Saturday Saturday,"Shaarib Toshi, Badshah, Indeep Bakshi, Akriti Kakar",62,19-06-2014,7MvQQGqYE4r0ucTarmI2Gr,210799,FALSE,0.847,0.938,8,-4.615,1,0.0974,0.149,0,0.107,0.786,130.02,Happy
152,Let Me Love You,"DJ Snake, Justin Bieber",86,05-08-2016,0lYBSQXN6rCTvUZvg9S0lU,205947,FALSE,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63E-05,0.135,0.163,99.988,Happy
153,Socha Hai,Farhan Akhtar,54,16-02-2010,7IjnfuMNfdrAXbefurdIIR,246132,FALSE,0.593,0.773,2,-5.591,1,0.0339,0.722,0,0.117,0.561,133.975,Happy
154,Pichle Saat Dinon Mein (Album Version),Farhan Akhtar,49,16-02-2010,1QQqHS80CpR8tA2lR8O65y,187942,FALSE,0.717,0.772,7,-5.852,1,0.0522,0.346,1.05E-06,0.134,0.792,106.077,Happy
155,Sinbad The Sailor,"Farhan Akhtar, Raman Mahadevan",48,16-02-2010,03VTytguq5MS6e3x03y5i1,387262,FALSE,0.592,0.871,0,-6.073,1,0.05,0.415,2.01E-05,0.349,0.526,134.921,Happy
156,Rock On!!,Farhan Akhtar,53,16-02-2010,6fABlNfAOylt7ZxfX8K1XL,231819,FALSE,0.747,0.849,7,-5.916,1,0.0581,0.175,1.23E-06,0.126,0.671,113.034,Happy
160,Sharks,Imagine Dragons,75,24-06-2022,0TyUOnU4H4GLqOcrH0auc8,190883,FALSE,0.927,0.642,10,-4.466,0,0.0657,0.00791,3.62E-05,0.279,0.901,123.969,Happy
164,Forget Me,Lewis Capaldi,27,09-09-2022,5uSFGgIfHMT3osrAd9n9ym,203472,FALSE,0.669,0.742,1,-3.518,0,0.0441,0.296,0,0.355,0.716,101.982,Happy
166,Mercy,Lewis Capaldi,60,20-10-2017,4h2tsEvwk25eHrE7hJlnqB,219813,FALSE,0.628,0.57,6,-7.99,1,0.0375,0.0707,0,0.182,0.369,96.129,Happy
167,Tough,Lewis Capaldi,42,08-11-2018,2ze1pq1OdIIfjDWyQMQloK,228813,FALSE,0.625,0.696,1,-5.617,1,0.0337,0.129,0,0.0839,0.509,115.006,Happy
169,Rush (feat. Jessie Reyez),"Lewis Capaldi, Jessie Reyez",65,23-02-2018,7tTRP2vA00uScZ4SjB3ZQZ,198351,FALSE,0.631,0.609,1,-7.394,1,0.0886,0.565,0,0.635,0.38,119.636,Happy
170,right where you left me - bonus track,Taylor Swift,82,07-01-2021,3zwMVvkBe2qIKDObWgXw4N,245027,FALSE,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,Happy
181,New Rules,Dua Lipa,83,02-06-2017,2ekn2ttSfGqwhhate0LSR0,209320,FALSE,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,Happy
182,Khalbali,"A.R. Rahman, Nacim, Mohammed Aslam",50,04-12-2005,6sXzqMagXtWvSOI9nNc4UD,379227,FALSE,0.789,0.707,7,-7.973,1,0.109,0.0237,0,0.177,0.605,97.015,Happy
185,Come and Get Your Love - Single Version,Redbone,78,01-11-1973,7GVUmCP00eSsqc4tzj1sDD,205933,FALSE,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,Happy
186,Zindagi Aa Raha Hoon Main,"Atif Aslam, Amaal Mallik",50,13-05-2015,2I2NQ6nvVLKRHya5iB0rEB,287708,FALSE,0.637,0.816,1,-6.772,1,0.0357,0.0916,2.19E-06,0.169,0.536,131,Happy
188,Question...?,Taylor Swift,75,21-10-2022,0heeNYlwOGuUSe7TgUD27B,210557,TRUE,0.751,0.502,7,-8.763,1,0.167,0.2,0,0.296,0.106,108.943,Happy
191,Karma,Taylor Swift,88,21-10-2022,7KokYm8cMIXCsGVmUvKtqf,204852,TRUE,0.642,0.62,8,-7.091,1,0.0666,0.0734,0,0.483,0.0969,90.02,Happy
196,Anti-Hero,Taylor Swift,92,21-10-2022,0V3wPSX9ygBnCm8psDIegu,200690,FALSE,0.637,0.643,4,-6.571,1,0.0519,0.13,1.80E-06,0.142,0.533,97.008,Happy
198,High Infidelity,Taylor Swift,72,22-10-2022,5kiZGSxgqPdv6rbqL9THdd,231475,FALSE,0.646,0.529,10,-10.179,1,0.0864,0.723,0,0.0885,0.755,87.862,Happy
200,"Would've, Could've, Should've",Taylor Swift,75,22-10-2022,0aV5uARAknQgYhBaK944FP,260362,FALSE,0.483,0.84,7,-6.508,1,0.119,0.43,0.000575,0.146,0.55,157.979,Happy
205,Baby,"Justin Bieber, Ludacris",84,01-01-2010,6epn3r7S14KUqlReYr77hA,214240,FALSE,0.728,0.859,5,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,Happy
206,"Happy - From ""Despicable Me 2""",Pharrell Williams,82,03-03-2014,60nZcImufyMA1MKQY3dcCH,232720,FALSE,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,Happy
207,Stay,"Zedd, Alessia Cara",78,23-02-2017,6uBhi9gBXWjanegOb2Phh0,210091,FALSE,0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,Happy
209,Nobody Can Hear You,"ALIUS, Ariela Jacobs",43,28-01-2022,18D6pX6dMTm4P6XcurVVxX,190199,FALSE,0.597,0.735,1,-5.124,1,0.0362,0.602,0,0.0668,0.307,134.913,Happy
210,Somebody That I Used To Know,"Gotye, Kimbra",82,01-01-2011,1qDrWA6lyx8cLECdZE7TV7,244885,FALSE,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,Happy
215,The Humma Song,"A.R. Rahman, Badshah, Tanishk Bagchi, Shashaa Tirupati, Jubin Nautiyal",66,04-01-2017,7heMX7gyHP0mhTlNgd7Lxd,179658,FALSE,0.721,0.65,0,-6.95,0,0.135,0.0115,0.00014,0.34,0.392,130.487,Happy
218,Ek Main Aur Ekk Tu,"Benny Dayal, Anushka Manchanda",58,29-12-2011,4UDFr3P1lRS6seQfmzCjz7,261878,FALSE,0.77,0.666,4,-7.232,0,0.0608,0.0406,4.10E-06,0.183,0.74,136.004,Happy
221,Pungi,"Pritam, Mika Singh, Amitabh Bhattacharya, Nakash Aziz, Javed Jaffrey",62,24-02-2012,4St20qfnH98z2CEY7Up5yn,247827,FALSE,0.939,0.933,10,-2.688,1,0.0819,0.235,1.04E-06,0.0293,0.708,122.994,Happy
222,Sau Tarah Ke,"Pritam, Jonita Gandhi, Amit Mishra",63,15-07-2016,54SQet8YMttOgTqDNGcGpe,238994,FALSE,0.702,0.773,11,-4.79,1,0.0618,0.0469,0,0.171,0.719,133.888,Happy
223,Numb Little Bug,Em Beihold,76,28-01-2022,3o9kpgkIcffx0iSwxhuNI2,169238,FALSE,0.742,0.527,8,-6.892,0,0.0769,0.327,0,0.25,0.638,84.974,Happy
227,Kar Gayi Chull,"Badshah, Amaal Mallik, Fazilpuria, Sukriti Kakar, Neha Kakkar",66,04-03-2016,3BhjbaGeI7E0CiIjctfdD3,187711,FALSE,0.827,0.737,11,-5.473,0,0.0764,0.0316,0.000322,0.211,0.873,121.99,Happy
228,Kabhi Kabhi Aditi,Rashid Ali,73,21-05-2008,3APdIdF8H0jsxSuGOqXedS,218836,FALSE,0.791,0.558,7,-7.155,0,0.0661,0.276,0,0.0859,0.872,95.077,Happy
229,"Chaar Botal Vodka (From ""Ragini Mms 2"")",Yo Yo Honey Singh,69,12-03-2018,0QHEWicUbdyWuHsMcVd1Ka,225837,FALSE,0.877,0.881,4,-3.713,0,0.0713,0.421,0.000345,0.12,0.874,123.024,Happy
232,Maps,Maroon 5,75,18-05-2015,7oUHzZKNKUTrlU7DYxhQ7v,189960,FALSE,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,Happy
233,Youngblood,5 Seconds of Summer,84,15-06-2018,2iUXsYOEPhVqEBwsqP70rE,203418,FALSE,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,Happy
234,Paper Rings,Taylor Swift,86,23-08-2019,4y5bvROuBDPr5fuwXbIBZR,222400,FALSE,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36E-05,0.0742,0.865,103.979,Happy
235,Death By A Thousand Cuts,Taylor Swift,79,23-08-2019,2dgFqt3w9xIQRjhPtwNk3D,198533,FALSE,0.712,0.732,4,-6.754,1,0.0629,0.454,0,0.319,0.313,94.071,Happy
236,Afterglow,Taylor Swift,82,23-08-2019,1SymEzIT3H8UZfibCs3TYi,223293,FALSE,0.756,0.449,9,-8.746,1,0.0344,0.13,0,0.114,0.399,111.011,Happy
237,Chaar Shanivaar,"Vishal Dadlani, Armaan Malik",35,20-07-2015,63MOJ9xs6xl3PfjzmzRDKv,214596,FALSE,0.501,0.802,10,-6.044,0,0.211,0.217,0,0.156,0.804,79.898,Happy
238,Hero,"Martin Garrix, JVKE",70,08-12-2022,4Wu62DoQg1ECGlDKDfo30R,160714,FALSE,0.534,0.696,9,-5.211,0,0.0694,0.316,0,0.248,0.251,168.149,Happy
239,Main Rang Sharbaton Ka,"Atif Aslam, Chinmayi, Pritam",66,20-09-2013,1yYM7dY6wSJFp5qmxPRLu1,263152,FALSE,0.631,0.631,6,-6.934,1,0.0307,0.693,0,0.133,0.697,89.975,Happy
241,Pehla Pyaar,"Armaan Malik, Vishal Mishra",76,14-06-2019,0ojpEubhy4JNeVftmVuiN7,272533,FALSE,0.607,0.713,4,-5.105,1,0.03,0.56,4.98E-05,0.101,0.611,124.868,Happy
242,Dandelions,Ruth B.,89,05-05-2017,2eAvDnpXP5W0cVtiI0PUxV,233720,FALSE,0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959,Happy
244,Attention,Charlie Puth,87,11-05-2018,5cF0dROlMOK5uNZtivgu50,208787,FALSE,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33E-05,0.134,0.797,100.066,Happy
245,Rasputin,Boney M.,71,14-03-1994,5lWSa1rmuSL6OBPOnkAqoa,220667,FALSE,0.69,0.752,6,-11.47,0,0.0455,0.463,0.00102,0.595,0.97,126.005,Happy
246,Pappu Can't Dance,"Benny Dayal, Naresh Iyer, Satish Chakravarthy, Aslam, Blaaze, Tanvi Shah, Bhargavi Pillai",57,21-05-2008,7MkhC2h8lDwyEfaKxf48cJ,264986,FALSE,0.668,0.746,1,-7.592,1,0.0603,0.00335,0.00031,0.0773,0.485,119.696,Happy
247,Why This Kolaveri Di? - The Soup of Love,"Anirudh Ravichander, Dhanush",65,16-11-2011,2VGs7EmaIxq96Wcog6DQOc,259293,FALSE,0.82,0.785,5,-4.003,0,0.158,0.59,1.79E-05,0.372,0.894,140.013,Happy
250,Teri Jhuki Nazar,"Pritam, Shafqat Amanat Ali",67,01-02-2013,3beYHVCFKzbdNjJqjKeYpM,279187,FALSE,0.386,0.815,11,-3.395,1,0.0417,0.707,0,0.159,0.349,124.293,Happy
253,Tum Se Hi,"Pritam, Mohit Chauhan",78,21-09-2007,7eQl3Yqv35ioqUfveKHitE,321225,FALSE,0.609,0.538,6,-7.842,1,0.0273,0.328,0,0.125,0.608,130.015,Happy
255,Bheegi Si Bhaagi Si,"Pritam, Mohit Chauhan, Antara Mitra",60,12-05-2010,665b3Nss3OQmhTUdB5hBXw,278093,FALSE,0.564,0.867,8,-6.21,1,0.121,0.361,0,0.262,0.815,88.919,Happy
257,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),"Shakira, Freshlyground",69,28-05-2010,6bNB5gxFX6Q87DbQWb8OWZ,202627,FALSE,0.758,0.871,2,-6.408,1,0.147,0.0062,0,0.0663,0.753,126.994,Happy
259,"Jai Ho - From ""Slumdog Millionaire""",The Hollywood LA Soundtrack Orchestra,36,03-06-2013,7LGSPUrp1l8IEuUqM6NG39,315000,FALSE,0.742,0.686,7,-9.917,1,0.0526,0.0773,0.00339,0.13,0.527,136.947,Happy
260,Ilahi,"Pritam, Arijit Singh",71,30-03-2013,5cgKosPPj5Cs9a2JQufUc1,228982,FALSE,0.593,0.967,9,-5.767,1,0.0907,0.166,2.54E-05,0.105,0.452,131.988,Happy
262,Choo Lo,The Local Train,74,25-09-2015,2qgXrzJsry4KgYoJCpuaul,233630,FALSE,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,Happy
265,Woh Din,"Pritam, Arijit Singh",61,31-08-2019,5qtEWwRUX3GKgpWwDQf9SA,258036,FALSE,0.652,0.681,0,-7.565,1,0.0379,0.503,8.20E-06,0.181,0.677,81.489,Happy
268,Challa,"A.R. Rahman, Rabbi, Gulzar",66,09-10-2012,6wXPV6dNRAhFavrRaCdMXT,320418,FALSE,0.776,0.795,0,-5.454,1,0.0485,0.121,0,0.138,0.569,117.989,Happy
269,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",82,06-10-2022,5Odq8ohlgIbQKMZivbWkEo,154487,FALSE,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32E-05,0.0901,0.719,101.058,Happy
270,Light Switch,Charlie Puth,78,06-10-2022,1jEBSDN5vYViJQr78W7jr2,187704,FALSE,0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,Happy
272,What Makes You Beautiful,One Direction,86,25-05-2012,4cluDES4hQEUhmXj6TXkSo,199987,FALSE,0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,Happy
273,Story of My Life,One Direction,85,25-11-2013,4nVBt6MZDDP6tRVdQTgxJg,245493,FALSE,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,Happy
277,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",86,06-04-2018,7ef4DlsgrMEH11cDZd32M6,214847,FALSE,0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,Happy
278,History,One Direction,75,13-11-2015,0HMjXBAZmSYOTTi33WpMso,187427,FALSE,0.655,0.699,11,-4.421,1,0.0493,0.0352,0,0.064,0.802,86.704,Happy
